"province","date_recovered","recovered","cumulative_recovered"
"Nunavut","28-04-2020",0,0
"Nunavut","29-04-2020",0,0
"Nunavut","30-04-2020",0,0
"Nunavut","01-05-2020",0,0
"Nunavut","02-05-2020",0,0
"Nunavut","03-05-2020",0,0
"Nunavut","04-05-2020",0,0
"Nunavut","05-05-2020",0,0
"Nunavut","06-05-2020",0,0
"Nunavut","07-05-2020",0,0
"Nunavut","08-05-2020",0,0
"Nunavut","09-05-2020",0,0
"Nunavut","10-05-2020",0,0
"Nunavut","11-05-2020",0,0
"Nunavut","12-05-2020",0,0
"Nunavut","13-05-2020",0,0
"Nunavut","14-05-2020",0,0
"Nunavut","15-05-2020",0,0
"Nunavut","16-05-2020",0,0
"Nunavut","17-05-2020",0,0
"Nunavut","18-05-2020",0,0
"Nunavut","19-05-2020",0,0
"Nunavut","20-05-2020",0,0
"Nunavut","21-05-2020",0,0
"Nunavut","22-05-2020",0,0
"Nunavut","23-05-2020",0,0
"Nunavut","24-05-2020",0,0
"Nunavut","25-05-2020",0,0
"Nunavut","26-05-2020",0,0
"Nunavut","27-05-2020",0,0
"Nunavut","28-05-2020",0,0
"Nunavut","29-05-2020",0,0
"Nunavut","30-05-2020",0,0
"Nunavut","31-05-2020",0,0
"Nunavut","01-06-2020",0,0
"Nunavut","02-06-2020",0,0
"Nunavut","03-06-2020",0,0
"Nunavut","04-06-2020",0,0
"Nunavut","05-06-2020",0,0
"Nunavut","06-06-2020",0,0
"Nunavut","07-06-2020",0,0
"Nunavut","08-06-2020",0,0
"Nunavut","09-06-2020",0,0
"Nunavut","10-06-2020",0,0
"Nunavut","11-06-2020",0,0
"Nunavut","12-06-2020",0,0
"Nunavut","13-06-2020",0,0
"Nunavut","14-06-2020",0,0
"Nunavut","15-06-2020",0,0
"Nunavut","16-06-2020",0,0
"Nunavut","17-06-2020",0,0
"Nunavut","18-06-2020",0,0
"Nunavut","19-06-2020",0,0
"Nunavut","20-06-2020",0,0
"Nunavut","21-06-2020",0,0
"Nunavut","22-06-2020",0,0
"Nunavut","23-06-2020",0,0
"Nunavut","24-06-2020",0,0
"Nunavut","25-06-2020",0,0
"Nunavut","26-06-2020",0,0
"Nunavut","27-06-2020",0,0
"Nunavut","28-06-2020",0,0
"Nunavut","29-06-2020",0,0
"Nunavut","30-06-2020",0,0
"Nunavut","01-07-2020",0,0
"Nunavut","02-07-2020",0,0
"Nunavut","03-07-2020",0,0
"Nunavut","04-07-2020",0,0
"Nunavut","05-07-2020",0,0
"Nunavut","06-07-2020",0,0
"Nunavut","07-07-2020",0,0
"Nunavut","08-07-2020",0,0
"Nunavut","09-07-2020",0,0
"Nunavut","10-07-2020",0,0
"Nunavut","11-07-2020",0,0
"Nunavut","12-07-2020",0,0
"Nunavut","13-07-2020",0,0
"Nunavut","14-07-2020",0,0
"Nunavut","15-07-2020",0,0
"Nunavut","16-07-2020",0,0
"Nunavut","17-07-2020",0,0
"Nunavut","18-07-2020",0,0
"Nunavut","19-07-2020",0,0
"Nunavut","20-07-2020",0,0
"Nunavut","21-07-2020",0,0
"Nunavut","22-07-2020",0,0
"Nunavut","23-07-2020",0,0
"Nunavut","24-07-2020",0,0
"Nunavut","25-07-2020",0,0
"Nunavut","26-07-2020",0,0
"Nunavut","27-07-2020",0,0
"Nunavut","28-07-2020",0,0
"Nunavut","29-07-2020",0,0
"Nunavut","30-07-2020",0,0
"Nunavut","31-07-2020",0,0
"Nunavut","01-08-2020",0,0
"Nunavut","02-08-2020",0,0
"Nunavut","03-08-2020",0,0
"Nunavut","04-08-2020",0,0
"Nunavut","05-08-2020",0,0
"Nunavut","06-08-2020",0,0
"Nunavut","07-08-2020",0,0
"Nunavut","08-08-2020",0,0
"Nunavut","09-08-2020",0,0
"Nunavut","10-08-2020",0,0
"Nunavut","11-08-2020",0,0
"Nunavut","12-08-2020",0,0
"Nunavut","13-08-2020",0,0
"Nunavut","14-08-2020",0,0
"Nunavut","15-08-2020",0,0
"Nunavut","16-08-2020",0,0
"Nunavut","17-08-2020",0,0
"Nunavut","18-08-2020",0,0
"Nunavut","19-08-2020",0,0
"Nunavut","20-08-2020",0,0
"Nunavut","21-08-2020",0,0
"Nunavut","22-08-2020",0,0
"Nunavut","23-08-2020",0,0
"Nunavut","24-08-2020",0,0
"Nunavut","25-08-2020",0,0
"Nunavut","26-08-2020",0,0
"Nunavut","27-08-2020",0,0
"Nunavut","28-08-2020",0,0
"Nunavut","29-08-2020",0,0
"Nunavut","30-08-2020",0,0
"Nunavut","31-08-2020",0,0
"Nunavut","01-09-2020",0,0
"Nunavut","02-09-2020",0,0
"Nunavut","03-09-2020",0,0
"Nunavut","04-09-2020",0,0
"Nunavut","05-09-2020",0,0
"Nunavut","06-09-2020",0,0
"Nunavut","07-09-2020",0,0
"Nunavut","08-09-2020",0,0
"Nunavut","09-09-2020",0,0
"Nunavut","10-09-2020",0,0
"Nunavut","11-09-2020",0,0
"Nunavut","12-09-2020",0,0
"Nunavut","13-09-2020",0,0
"Nunavut","14-09-2020",0,0
"Nunavut","15-09-2020",0,0
"Nunavut","16-09-2020",0,0
"Nunavut","17-09-2020",0,0
"Nunavut","18-09-2020",0,0
"Nunavut","19-09-2020",0,0
"Nunavut","20-09-2020",0,0
"Nunavut","21-09-2020",0,0
"Nunavut","22-09-2020",0,0
"Nunavut","23-09-2020",0,0
"Nunavut","24-09-2020",0,0
"Nunavut","25-09-2020",0,0
"Nunavut","26-09-2020",0,0
"Nunavut","27-09-2020",0,0
"Nunavut","28-09-2020",0,0
"Nunavut","29-09-2020",0,0
"Nunavut","30-09-2020",0,0
"Nunavut","01-10-2020",0,0
"Nunavut","02-10-2020",0,0
"Nunavut","03-10-2020",0,0
"Nunavut","04-10-2020",0,0
"Nunavut","05-10-2020",0,0
"Nunavut","06-10-2020",0,0
"Nunavut","07-10-2020",0,0
"Nunavut","08-10-2020",0,0
"Nunavut","09-10-2020",0,0
"Nunavut","10-10-2020",0,0
"Nunavut","11-10-2020",0,0
"Nunavut","12-10-2020",0,0
"Nunavut","13-10-2020",0,0
"Nunavut","14-10-2020",0,0
"Nunavut","15-10-2020",0,0
"Nunavut","16-10-2020",0,0
"Nunavut","17-10-2020",0,0
"Nunavut","18-10-2020",0,0
"NWT","12-02-2020",0,0
"NWT","13-02-2020",0,0
"NWT","14-02-2020",0,0
"NWT","15-02-2020",0,0
"NWT","16-02-2020",0,0
"NWT","17-02-2020",0,0
"NWT","18-02-2020",0,0
"NWT","19-02-2020",0,0
"NWT","20-02-2020",0,0
"NWT","21-02-2020",0,0
"NWT","22-02-2020",0,0
"NWT","23-02-2020",0,0
"NWT","24-02-2020",0,0
"NWT","25-02-2020",0,0
"NWT","26-02-2020",0,0
"NWT","27-02-2020",0,0
"NWT","28-02-2020",0,0
"NWT","29-02-2020",0,0
"NWT","01-03-2020",0,0
"NWT","02-03-2020",0,0
"NWT","03-03-2020",0,0
"NWT","04-03-2020",0,0
"NWT","05-03-2020",0,0
"NWT","06-03-2020",0,0
"NWT","07-03-2020",0,0
"NWT","08-03-2020",0,0
"NWT","09-03-2020",0,0
"NWT","10-03-2020",0,0
"NWT","11-03-2020",0,0
"NWT","12-03-2020",0,0
"NWT","13-03-2020",0,0
"NWT","14-03-2020",0,0
"NWT","15-03-2020",0,0
"NWT","16-03-2020",0,0
"NWT","17-03-2020",0,0
"NWT","18-03-2020",0,0
"NWT","19-03-2020",0,0
"NWT","20-03-2020",0,0
"NWT","21-03-2020",0,0
"NWT","22-03-2020",0,0
"NWT","23-03-2020",0,0
"NWT","24-03-2020",0,0
"NWT","25-03-2020",0,0
"NWT","26-03-2020",0,0
"NWT","27-03-2020",0,0
"NWT","28-03-2020",0,0
"NWT","29-03-2020",0,0
"NWT","30-03-2020",0,0
"NWT","31-03-2020",0,0
"NWT","01-04-2020",0,0
"NWT","02-04-2020",0,0
"NWT","03-04-2020",1,1
"NWT","04-04-2020",0,1
"NWT","05-04-2020",0,1
"NWT","06-04-2020",0,1
"NWT","07-04-2020",0,1
"NWT","08-04-2020",0,1
"NWT","09-04-2020",0,1
"NWT","10-04-2020",0,1
"NWT","11-04-2020",0,1
"NWT","12-04-2020",0,1
"NWT","13-04-2020",1,2
"NWT","14-04-2020",0,2
"NWT","15-04-2020",0,2
"NWT","16-04-2020",0,2
"NWT","17-04-2020",1,3
"NWT","18-04-2020",0,3
"NWT","19-04-2020",0,3
"NWT","20-04-2020",2,5
"NWT","21-04-2020",0,5
"NWT","22-04-2020",0,5
"NWT","23-04-2020",0,5
"NWT","24-04-2020",0,5
"NWT","25-04-2020",0,5
"NWT","26-04-2020",0,5
"NWT","27-04-2020",0,5
"NWT","28-04-2020",0,5
"NWT","29-04-2020",0,5
"NWT","30-04-2020",0,5
"NWT","01-05-2020",0,5
"NWT","02-05-2020",0,5
"NWT","03-05-2020",0,5
"NWT","04-05-2020",0,5
"NWT","05-05-2020",0,5
"NWT","06-05-2020",0,5
"NWT","07-05-2020",0,5
"NWT","08-05-2020",0,5
"NWT","09-05-2020",0,5
"NWT","10-05-2020",0,5
"NWT","11-05-2020",0,5
"NWT","12-05-2020",0,5
"NWT","13-05-2020",0,5
"NWT","14-05-2020",0,5
"NWT","15-05-2020",0,5
"NWT","16-05-2020",0,5
"NWT","17-05-2020",0,5
"NWT","18-05-2020",0,5
"NWT","19-05-2020",0,5
"NWT","20-05-2020",0,5
"NWT","21-05-2020",0,5
"NWT","22-05-2020",0,5
"NWT","23-05-2020",0,5
"NWT","24-05-2020",0,5
"NWT","25-05-2020",0,5
"NWT","26-05-2020",0,5
"NWT","27-05-2020",0,5
"NWT","28-05-2020",0,5
"NWT","29-05-2020",0,5
"NWT","30-05-2020",0,5
"NWT","31-05-2020",0,5
"NWT","01-06-2020",0,5
"NWT","02-06-2020",0,5
"NWT","03-06-2020",0,5
"NWT","04-06-2020",0,5
"NWT","05-06-2020",0,5
"NWT","06-06-2020",0,5
"NWT","07-06-2020",0,5
"NWT","08-06-2020",0,5
"NWT","09-06-2020",0,5
"NWT","10-06-2020",0,5
"NWT","11-06-2020",0,5
"NWT","12-06-2020",0,5
"NWT","13-06-2020",0,5
"NWT","14-06-2020",0,5
"NWT","15-06-2020",0,5
"NWT","16-06-2020",0,5
"NWT","17-06-2020",0,5
"NWT","18-06-2020",0,5
"NWT","19-06-2020",0,5
"NWT","20-06-2020",0,5
"NWT","21-06-2020",0,5
"NWT","22-06-2020",0,5
"NWT","23-06-2020",0,5
"NWT","24-06-2020",0,5
"NWT","25-06-2020",0,5
"NWT","26-06-2020",0,5
"NWT","27-06-2020",0,5
"NWT","28-06-2020",0,5
"NWT","29-06-2020",0,5
"NWT","30-06-2020",0,5
"NWT","01-07-2020",0,5
"NWT","02-07-2020",0,5
"NWT","03-07-2020",0,5
"NWT","04-07-2020",0,5
"NWT","05-07-2020",0,5
"NWT","06-07-2020",0,5
"NWT","07-07-2020",0,5
"NWT","08-07-2020",0,5
"NWT","09-07-2020",0,5
"NWT","10-07-2020",0,5
"NWT","11-07-2020",0,5
"NWT","12-07-2020",0,5
"NWT","13-07-2020",0,5
"NWT","14-07-2020",0,5
"NWT","15-07-2020",0,5
"NWT","16-07-2020",0,5
"NWT","17-07-2020",0,5
"NWT","18-07-2020",0,5
"NWT","19-07-2020",0,5
"NWT","20-07-2020",0,5
"NWT","21-07-2020",0,5
"NWT","22-07-2020",0,5
"NWT","23-07-2020",0,5
"NWT","24-07-2020",0,5
"NWT","25-07-2020",0,5
"NWT","26-07-2020",0,5
"NWT","27-07-2020",0,5
"NWT","28-07-2020",0,5
"NWT","29-07-2020",0,5
"NWT","30-07-2020",0,5
"NWT","31-07-2020",0,5
"NWT","01-08-2020",0,5
"NWT","02-08-2020",0,5
"NWT","03-08-2020",0,5
"NWT","04-08-2020",0,5
"NWT","05-08-2020",0,5
"NWT","06-08-2020",0,5
"NWT","07-08-2020",0,5
"NWT","08-08-2020",0,5
"NWT","09-08-2020",0,5
"NWT","10-08-2020",0,5
"NWT","11-08-2020",0,5
"NWT","12-08-2020",0,5
"NWT","13-08-2020",0,5
"NWT","14-08-2020",0,5
"NWT","15-08-2020",0,5
"NWT","16-08-2020",0,5
"NWT","17-08-2020",0,5
"NWT","18-08-2020",0,5
"NWT","19-08-2020",0,5
"NWT","20-08-2020",0,5
"NWT","21-08-2020",0,5
"NWT","22-08-2020",0,5
"NWT","23-08-2020",0,5
"NWT","24-08-2020",0,5
"NWT","25-08-2020",0,5
"NWT","26-08-2020",0,5
"NWT","27-08-2020",0,5
"NWT","28-08-2020",0,5
"NWT","29-08-2020",0,5
"NWT","30-08-2020",0,5
"NWT","31-08-2020",0,5
"NWT","01-09-2020",0,5
"NWT","02-09-2020",0,5
"NWT","03-09-2020",0,5
"NWT","04-09-2020",0,5
"NWT","05-09-2020",0,5
"NWT","06-09-2020",0,5
"NWT","07-09-2020",0,5
"NWT","08-09-2020",0,5
"NWT","09-09-2020",0,5
"NWT","10-09-2020",0,5
"NWT","11-09-2020",0,5
"NWT","12-09-2020",0,5
"NWT","13-09-2020",0,5
"NWT","14-09-2020",0,5
"NWT","15-09-2020",0,5
"NWT","16-09-2020",0,5
"NWT","17-09-2020",0,5
"NWT","18-09-2020",0,5
"NWT","19-09-2020",0,5
"NWT","20-09-2020",0,5
"NWT","21-09-2020",0,5
"NWT","22-09-2020",0,5
"NWT","23-09-2020",0,5
"NWT","24-09-2020",0,5
"NWT","25-09-2020",0,5
"NWT","26-09-2020",0,5
"NWT","27-09-2020",0,5
"NWT","28-09-2020",0,5
"NWT","29-09-2020",0,5
"NWT","30-09-2020",0,5
"NWT","01-10-2020",0,5
"NWT","02-10-2020",0,5
"NWT","03-10-2020",0,5
"NWT","04-10-2020",0,5
"NWT","05-10-2020",0,5
"NWT","06-10-2020",0,5
"NWT","07-10-2020",0,5
"NWT","08-10-2020",0,5
"NWT","09-10-2020",0,5
"NWT","10-10-2020",0,5
"NWT","11-10-2020",0,5
"NWT","12-10-2020",0,5
"NWT","13-10-2020",0,5
"NWT","14-10-2020",0,5
"NWT","15-10-2020",0,5
"NWT","16-10-2020",0,5
"NWT","17-10-2020",0,5
"NWT","18-10-2020",0,5
"Ontario","12-02-2020",1,1
"Ontario","13-02-2020",0,1
"Ontario","14-02-2020",0,1
"Ontario","15-02-2020",0,1
"Ontario","16-02-2020",0,1
"Ontario","17-02-2020",0,1
"Ontario","18-02-2020",0,1
"Ontario","19-02-2020",0,1
"Ontario","20-02-2020",1,2
"Ontario","21-02-2020",1,3
"Ontario","22-02-2020",0,3
"Ontario","23-02-2020",0,3
"Ontario","24-02-2020",0,3
"Ontario","25-02-2020",0,3
"Ontario","26-02-2020",0,3
"Ontario","27-02-2020",0,3
"Ontario","28-02-2020",0,3
"Ontario","29-02-2020",0,3
"Ontario","01-03-2020",0,3
"Ontario","02-03-2020",0,3
"Ontario","03-03-2020",0,3
"Ontario","04-03-2020",0,3
"Ontario","05-03-2020",1,4
"Ontario","06-03-2020",0,4
"Ontario","07-03-2020",0,4
"Ontario","08-03-2020",0,4
"Ontario","09-03-2020",1,5
"Ontario","10-03-2020",0,5
"Ontario","11-03-2020",0,5
"Ontario","12-03-2020",0,5
"Ontario","13-03-2020",0,5
"Ontario","14-03-2020",0,5
"Ontario","15-03-2020",0,5
"Ontario","16-03-2020",0,5
"Ontario","17-03-2020",0,5
"Ontario","18-03-2020",0,5
"Ontario","19-03-2020",0,5
"Ontario","20-03-2020",0,5
"Ontario","21-03-2020",1,6
"Ontario","22-03-2020",2,8
"Ontario","23-03-2020",0,8
"Ontario","24-03-2020",0,8
"Ontario","25-03-2020",0,8
"Ontario","26-03-2020",0,8
"Ontario","27-03-2020",0,8
"Ontario","28-03-2020",0,8
"Ontario","29-03-2020",0,8
"Ontario","30-03-2020",423,431
"Ontario","31-03-2020",103,534
"Ontario","01-04-2020",155,689
"Ontario","02-04-2020",142,831
"Ontario","03-04-2020",192,1023
"Ontario","04-04-2020",196,1219
"Ontario","05-04-2020",230,1449
"Ontario","06-04-2020",175,1624
"Ontario","07-04-2020",178,1802
"Ontario","08-04-2020",272,2074
"Ontario","09-04-2020",231,2305
"Ontario","10-04-2020",269,2574
"Ontario","11-04-2020",284,2858
"Ontario","12-04-2020",263,3121
"Ontario","13-04-2020",236,3357
"Ontario","14-04-2020",211,3568
"Ontario","15-04-2020",334,3902
"Ontario","16-04-2020",292,4194
"Ontario","17-04-2020",362,4556
"Ontario","18-04-2020",319,4875
"Ontario","19-04-2020",334,5209
"Ontario","20-04-2020",306,5515
"Ontario","21-04-2020",291,5806
"Ontario","22-04-2020",415,6221
"Ontario","23-04-2020",459,6680
"Ontario","24-04-2020",407,7087
"Ontario","25-04-2020",422,7509
"Ontario","26-04-2020",491,8000
"Ontario","27-04-2020",525,8525
"Ontario","28-04-2020",439,8964
"Ontario","29-04-2020",648,9612
"Ontario","30-04-2020",593,10205
"Ontario","01-05-2020",620,10825
"Ontario","02-05-2020",565,11390
"Ontario","03-05-2020",615,12005
"Ontario","04-05-2020",500,12505
"Ontario","05-05-2020",274,12779
"Ontario","06-05-2020",443,13222
"Ontario","07-05-2020",347,13569
"Ontario","08-05-2020",421,13990
"Ontario","09-05-2020",393,14383
"Ontario","10-05-2020",389,14772
"Ontario","11-05-2020",359,15131
"Ontario","12-05-2020",260,15391
"Ontario","13-05-2020",454,15845
"Ontario","14-05-2020",359,16204
"Ontario","15-05-2020",437,16641
"Ontario","16-05-2020",379,17020
"Ontario","17-05-2020",340,17360
"Ontario","18-05-2020",278,17638
"Ontario","19-05-2020",260,17898
"Ontario","20-05-2020",292,18190
"Ontario","21-05-2020",319,18509
"Ontario","22-05-2020",258,18767
"Ontario","23-05-2020",379,19146
"Ontario","24-05-2020",331,19477
"Ontario","25-05-2020",221,19698
"Ontario","26-05-2020",260,19958
"Ontario","27-05-2020",414,20372
"Ontario","28-05-2020",301,20673
"Ontario","29-05-2020",310,20983
"Ontario","30-05-2020",370,21353
"Ontario","31-05-2020",457,21810
"Ontario","01-06-2020",343,22153
"Ontario","02-06-2020",331,22484
"Ontario","03-06-2020",327,22811
"Ontario","04-06-2020",397,23208
"Ontario","05-06-2020",375,23583
"Ontario","06-06-2020",364,23947
"Ontario","07-06-2020",305,24252
"Ontario","08-06-2020",240,24492
"Ontario","09-06-2020",337,24829
"Ontario","10-06-2020",551,25380
"Ontario","11-06-2020",505,25885
"Ontario","12-06-2020",302,26187
"Ontario","13-06-2020",351,26538
"Ontario","14-06-2020",423,26961
"Ontario","15-06-2020",252,27213
"Ontario","16-06-2020",218,27431
"Ontario","17-06-2020",353,27784
"Ontario","18-06-2020",220,28004
"Ontario","19-06-2020",246,28250
"Ontario","20-06-2020",218,28468
"Ontario","21-06-2020",251,28719
"Ontario","22-06-2020",214,28933
"Ontario","23-06-2020",174,29107
"Ontario","24-06-2020",229,29336
"Ontario","25-06-2020",192,29528
"Ontario","26-06-2020",226,29754
"Ontario","27-06-2020",178,29932
"Ontario","28-06-2020",175,30107
"Ontario","29-06-2020",89,30196
"Ontario","30-06-2020",148,30344
"Ontario","01-07-2020",0,30344
"Ontario","02-07-2020",386,30730
"Ontario","03-07-2020",179,30909
"Ontario","04-07-2020",174,31083
"Ontario","05-07-2020",183,31266
"Ontario","06-07-2020",160,31426
"Ontario","07-07-2020",177,31603
"Ontario","08-07-2020",202,31805
"Ontario","09-07-2020",172,31977
"Ontario","10-07-2020",178,32155
"Ontario","11-07-2020",267,32422
"Ontario","12-07-2020",112,32534
"Ontario","13-07-2020",129,32663
"Ontario","14-07-2020",122,32785
"Ontario","15-07-2020",135,32920
"Ontario","16-07-2020",141,33061
"Ontario","17-07-2020",101,33162
"Ontario","18-07-2020",132,33294
"Ontario","19-07-2020",113,33407
"Ontario","20-07-2020",106,33513
"Ontario","21-07-2020",92,33605
"Ontario","22-07-2020",207,33812
"Ontario","23-07-2020",151,33963
"Ontario","24-07-2020",137,34100
"Ontario","25-07-2020",140,34240
"Ontario","26-07-2020",119,34359
"Ontario","27-07-2020",102,34461
"Ontario","28-07-2020",106,34567
"Ontario","29-07-2020",174,34741
"Ontario","30-07-2020",165,34906
"Ontario","31-07-2020",168,35074
"Ontario","01-08-2020",163,35237
"Ontario","02-08-2020",122,35359
"Ontario","03-08-2020",0,35359
"Ontario","04-08-2020",242,35601
"Ontario","05-08-2020",146,35747
"Ontario","06-08-2020",159,35906
"Ontario","07-08-2020",118,36024
"Ontario","08-08-2020",107,36131
"Ontario","09-08-2020",148,36279
"Ontario","10-08-2020",102,36381
"Ontario","11-08-2020",75,36456
"Ontario","12-08-2020",134,36590
"Ontario","13-08-2020",99,36689
"Ontario","14-08-2020",83,36772
"Ontario","15-08-2020",101,36873
"Ontario","16-08-2020",80,36953
"Ontario","17-08-2020",83,37036
"Ontario","18-08-2020",90,37126
"Ontario","19-08-2020",89,37215
"Ontario","20-08-2020",76,37291
"Ontario","21-08-2020",106,37397
"Ontario","22-08-2020",90,37487
"Ontario","23-08-2020",108,37595
"Ontario","24-08-2020",78,37673
"Ontario","25-08-2020",75,37748
"Ontario","26-08-2020",115,37863
"Ontario","27-08-2020",77,37940
"Ontario","28-08-2020",83,38023
"Ontario","29-08-2020",103,38126
"Ontario","30-08-2020",78,38204
"Ontario","31-08-2020",73,38277
"Ontario","01-09-2020",92,38369
"Ontario","02-09-2020",137,38506
"Ontario","03-09-2020",119,38625
"Ontario","04-09-2020",116,38741
"Ontario","05-09-2020",106,38847
"Ontario","06-09-2020",111,38958
"Ontario","07-09-2020",0,38958
"Ontario","08-09-2020",238,39196
"Ontario","09-09-2020",136,39332
"Ontario","10-09-2020",142,39474
"Ontario","11-09-2020",124,39598
"Ontario","12-09-2020",119,39717
"Ontario","13-09-2020",124,39841
"Ontario","14-09-2020",133,39974
"Ontario","15-09-2020",117,40091
"Ontario","16-09-2020",154,40245
"Ontario","17-09-2020",179,40424
"Ontario","18-09-2020",176,40600
"Ontario","19-09-2020",177,40777
"Ontario","20-09-2020",191,40968
"Ontario","21-09-2020",178,41146
"Ontario","22-09-2020",196,41342
"Ontario","23-09-2020",258,41600
"Ontario","24-09-2020",286,41886
"Ontario","25-09-2020",283,42169
"Ontario","26-09-2020",338,42507
"Ontario","27-09-2020",289,42796
"Ontario","28-09-2020",331,43127
"Ontario","29-09-2020",323,43450
"Ontario","30-09-2020",457,43907
"Ontario","01-10-2020",515,44422
"Ontario","02-10-2020",428,44850
"Ontario","03-10-2020",435,45285
"Ontario","04-10-2020",534,45819
"Ontario","05-10-2020",541,46360
"Ontario","06-10-2020",546,46906
"Ontario","07-10-2020",707,47613
"Ontario","08-10-2020",695,48308
"Ontario","09-10-2020",724,49032
"Ontario","10-10-2020",700,49732
"Ontario","11-10-2020",705,50437
"Ontario","12-10-2020",0,50437
"Ontario","13-10-2020",1292,51729
"Ontario","14-10-2020",783,52512
"Ontario","15-10-2020",779,53291
"Ontario","16-10-2020",713,54004
"Ontario","17-10-2020",682,54686
"Ontario","18-10-2020",685,55371
"PEI","12-02-2020",0,0
"PEI","13-02-2020",0,0
"PEI","14-02-2020",0,0
"PEI","15-02-2020",0,0
"PEI","16-02-2020",0,0
"PEI","17-02-2020",0,0
"PEI","18-02-2020",0,0
"PEI","19-02-2020",0,0
"PEI","20-02-2020",0,0
"PEI","21-02-2020",0,0
"PEI","22-02-2020",0,0
"PEI","23-02-2020",0,0
"PEI","24-02-2020",0,0
"PEI","25-02-2020",0,0
"PEI","26-02-2020",0,0
"PEI","27-02-2020",0,0
"PEI","28-02-2020",0,0
"PEI","29-02-2020",0,0
"PEI","01-03-2020",0,0
"PEI","02-03-2020",0,0
"PEI","03-03-2020",0,0
"PEI","04-03-2020",0,0
"PEI","05-03-2020",0,0
"PEI","06-03-2020",0,0
"PEI","07-03-2020",0,0
"PEI","08-03-2020",0,0
"PEI","09-03-2020",0,0
"PEI","10-03-2020",0,0
"PEI","11-03-2020",0,0
"PEI","12-03-2020",0,0
"PEI","13-03-2020",0,0
"PEI","14-03-2020",0,0
"PEI","15-03-2020",0,0
"PEI","16-03-2020",0,0
"PEI","17-03-2020",0,0
"PEI","18-03-2020",0,0
"PEI","19-03-2020",0,0
"PEI","20-03-2020",0,0
"PEI","21-03-2020",0,0
"PEI","22-03-2020",0,0
"PEI","23-03-2020",0,0
"PEI","24-03-2020",0,0
"PEI","25-03-2020",0,0
"PEI","26-03-2020",1,1
"PEI","27-03-2020",0,1
"PEI","28-03-2020",0,1
"PEI","29-03-2020",0,1
"PEI","30-03-2020",0,1
"PEI","31-03-2020",0,1
"PEI","01-04-2020",2,3
"PEI","02-04-2020",0,3
"PEI","03-04-2020",1,4
"PEI","04-04-2020",2,6
"PEI","05-04-2020",0,6
"PEI","06-04-2020",2,8
"PEI","07-04-2020",0,8
"PEI","08-04-2020",9,17
"PEI","09-04-2020",0,17
"PEI","10-04-2020",0,17
"PEI","11-04-2020",0,17
"PEI","12-04-2020",0,17
"PEI","13-04-2020",6,23
"PEI","14-04-2020",0,23
"PEI","15-04-2020",0,23
"PEI","16-04-2020",0,23
"PEI","17-04-2020",0,23
"PEI","18-04-2020",0,23
"PEI","19-04-2020",0,23
"PEI","20-04-2020",0,23
"PEI","21-04-2020",0,23
"PEI","22-04-2020",1,24
"PEI","23-04-2020",0,24
"PEI","24-04-2020",0,24
"PEI","25-04-2020",0,24
"PEI","26-04-2020",0,24
"PEI","27-04-2020",0,24
"PEI","28-04-2020",0,24
"PEI","29-04-2020",0,24
"PEI","30-04-2020",0,24
"PEI","01-05-2020",0,24
"PEI","02-05-2020",0,24
"PEI","03-05-2020",0,24
"PEI","04-05-2020",1,25
"PEI","05-05-2020",0,25
"PEI","06-05-2020",1,26
"PEI","07-05-2020",0,26
"PEI","08-05-2020",1,27
"PEI","09-05-2020",0,27
"PEI","10-05-2020",0,27
"PEI","11-05-2020",0,27
"PEI","12-05-2020",0,27
"PEI","13-05-2020",0,27
"PEI","14-05-2020",0,27
"PEI","15-05-2020",0,27
"PEI","16-05-2020",0,27
"PEI","17-05-2020",0,27
"PEI","18-05-2020",0,27
"PEI","19-05-2020",0,27
"PEI","20-05-2020",0,27
"PEI","21-05-2020",0,27
"PEI","22-05-2020",0,27
"PEI","23-05-2020",0,27
"PEI","24-05-2020",0,27
"PEI","25-05-2020",0,27
"PEI","26-05-2020",0,27
"PEI","27-05-2020",0,27
"PEI","28-05-2020",0,27
"PEI","29-05-2020",0,27
"PEI","30-05-2020",0,27
"PEI","31-05-2020",0,27
"PEI","01-06-2020",0,27
"PEI","02-06-2020",0,27
"PEI","03-06-2020",0,27
"PEI","04-06-2020",0,27
"PEI","05-06-2020",0,27
"PEI","06-06-2020",0,27
"PEI","07-06-2020",0,27
"PEI","08-06-2020",0,27
"PEI","09-06-2020",0,27
"PEI","10-06-2020",0,27
"PEI","11-06-2020",0,27
"PEI","12-06-2020",0,27
"PEI","13-06-2020",0,27
"PEI","14-06-2020",0,27
"PEI","15-06-2020",0,27
"PEI","16-06-2020",0,27
"PEI","17-06-2020",0,27
"PEI","18-06-2020",0,27
"PEI","19-06-2020",0,27
"PEI","20-06-2020",0,27
"PEI","21-06-2020",0,27
"PEI","22-06-2020",0,27
"PEI","23-06-2020",0,27
"PEI","24-06-2020",0,27
"PEI","25-06-2020",0,27
"PEI","26-06-2020",0,27
"PEI","27-06-2020",0,27
"PEI","28-06-2020",0,27
"PEI","29-06-2020",0,27
"PEI","30-06-2020",0,27
"PEI","01-07-2020",0,27
"PEI","02-07-2020",0,27
"PEI","03-07-2020",0,27
"PEI","04-07-2020",0,27
"PEI","05-07-2020",0,27
"PEI","06-07-2020",0,27
"PEI","07-07-2020",0,27
"PEI","08-07-2020",0,27
"PEI","09-07-2020",0,27
