"province","date_active","cumulative_cases","cumulative_recovered","cumulative_deaths","active_cases","active_cases_change"
"BC","11-09-2020",6962,5273,213,1476,49
"BC","12-09-2020",6962,5273,213,1476,0
"BC","13-09-2020",6962,5273,213,1476,0
"BC","14-09-2020",7279,5446,219,1614,138
"BC","15-09-2020",7376,5548,219,1609,-5
"BC","16-09-2020",7498,5646,219,1633,24
"BC","17-09-2020",7663,5719,220,1724,91
"BC","18-09-2020",7842,5797,223,1822,98
"BC","19-09-2020",7842,5797,223,1822,0
"BC","20-09-2020",7842,5797,223,1822,0
"BC","21-09-2020",8208,5972,227,2009,187
"BC","22-09-2020",8304,6589,227,1488,-521
"BC","23-09-2020",8395,6769,227,1399,-89
"BC","24-09-2020",8543,6917,229,1397,-2
"BC","25-09-2020",8641,7036,230,1375,-22
"BC","26-09-2020",8641,7036,230,1375,0
"BC","27-09-2020",8641,7036,230,1375,0
"BC","28-09-2020",8908,7346,233,1329,-46
"BC","29-09-2020",9013,7485,234,1294,-35
"BC","30-09-2020",9138,7591,234,1313,19
"BC","01-10-2020",9220,7695,235,1290,-23
"BC","02-10-2020",9381,7813,238,1330,40
"BC","03-10-2020",9381,7813,238,1330,0
"BC","04-10-2020",9381,7813,238,1330,0
"BC","05-10-2020",9739,8115,242,1382,52
"BC","06-10-2020",9841,8184,244,1413,31
"BC","07-10-2020",9956,8296,244,1416,3
"BC","08-10-2020",10066,8398,245,1423,7
"BC","09-10-2020",10185,8502,245,1438,15
"BC","10-10-2020",10185,8502,245,1438,0
"BC","11-10-2020",10185,8502,245,1438,0
"BC","12-10-2020",10185,8502,245,1438,0
"BC","13-10-2020",10734,8974,250,1510,72
"BC","14-10-2020",10892,9112,250,1530,20
"BC","15-10-2020",11034,9257,250,1527,-3
"BC","16-10-2020",11189,9387,251,1551,24
"BC","17-10-2020",11189,9387,251,1551,0
"BC","18-10-2020",11189,9387,251,1551,0
"BC","19-10-2020",11687,9753,253,1681,130
"BC","20-10-2020",11854,9871,254,1729,48
"Manitoba","25-01-2020",0,0,0,0,0
"Manitoba","26-01-2020",0,0,0,0,0
"Manitoba","27-01-2020",0,0,0,0,0
"Manitoba","28-01-2020",0,0,0,0,0
"Manitoba","29-01-2020",0,0,0,0,0
"Manitoba","30-01-2020",0,0,0,0,0
"Manitoba","31-01-2020",0,0,0,0,0
"Manitoba","01-02-2020",0,0,0,0,0
"Manitoba","02-02-2020",0,0,0,0,0
"Manitoba","03-02-2020",0,0,0,0,0
"Manitoba","04-02-2020",0,0,0,0,0
"Manitoba","05-02-2020",0,0,0,0,0
"Manitoba","06-02-2020",0,0,0,0,0
"Manitoba","07-02-2020",0,0,0,0,0
"Manitoba","08-02-2020",0,0,0,0,0
"Manitoba","09-02-2020",0,0,0,0,0
"Manitoba","10-02-2020",0,0,0,0,0
"Manitoba","11-02-2020",0,0,0,0,0
"Manitoba","12-02-2020",0,0,0,0,0
"Manitoba","13-02-2020",0,0,0,0,0
"Manitoba","14-02-2020",0,0,0,0,0
"Manitoba","15-02-2020",0,0,0,0,0
"Manitoba","16-02-2020",0,0,0,0,0
"Manitoba","17-02-2020",0,0,0,0,0
"Manitoba","18-02-2020",0,0,0,0,0
"Manitoba","19-02-2020",0,0,0,0,0
"Manitoba","20-02-2020",0,0,0,0,0
"Manitoba","21-02-2020",0,0,0,0,0
"Manitoba","22-02-2020",0,0,0,0,0
"Manitoba","23-02-2020",0,0,0,0,0
"Manitoba","24-02-2020",0,0,0,0,0
"Manitoba","25-02-2020",0,0,0,0,0
"Manitoba","26-02-2020",0,0,0,0,0
"Manitoba","27-02-2020",0,0,0,0,0
"Manitoba","28-02-2020",0,0,0,0,0
"Manitoba","29-02-2020",0,0,0,0,0
"Manitoba","01-03-2020",0,0,0,0,0
"Manitoba","02-03-2020",0,0,0,0,0
"Manitoba","03-03-2020",0,0,0,0,0
"Manitoba","04-03-2020",0,0,0,0,0
"Manitoba","05-03-2020",0,0,0,0,0
"Manitoba","06-03-2020",0,0,0,0,0
"Manitoba","07-03-2020",0,0,0,0,0
"Manitoba","08-03-2020",0,0,0,0,0
"Manitoba","09-03-2020",0,0,0,0,0
"Manitoba","10-03-2020",0,0,0,0,0
"Manitoba","11-03-2020",0,0,0,0,0
"Manitoba","12-03-2020",1,0,0,1,1
"Manitoba","13-03-2020",4,0,0,4,3
"Manitoba","14-03-2020",4,0,0,4,0
"Manitoba","15-03-2020",7,0,0,7,3
"Manitoba","16-03-2020",8,0,0,8,1
"Manitoba","17-03-2020",15,0,0,15,7
"Manitoba","18-03-2020",17,0,0,17,2
"Manitoba","19-03-2020",17,0,0,17,0
"Manitoba","20-03-2020",17,0,0,17,0
"Manitoba","21-03-2020",19,0,0,19,2
"Manitoba","22-03-2020",19,0,0,19,0
"Manitoba","23-03-2020",20,0,0,20,1
"Manitoba","24-03-2020",21,0,0,21,1
"Manitoba","25-03-2020",35,0,0,35,14
"Manitoba","26-03-2020",36,0,0,36,1
"Manitoba","27-03-2020",39,0,1,38,2
"Manitoba","28-03-2020",64,0,1,63,25
"Manitoba","29-03-2020",72,2,1,69,6
"Manitoba","30-03-2020",96,2,1,93,24
"Manitoba","31-03-2020",103,4,1,98,5
"Manitoba","01-04-2020",127,4,1,122,24
"Manitoba","02-04-2020",167,11,1,155,33
"Manitoba","03-04-2020",182,11,2,169,14
"Manitoba","04-04-2020",194,17,2,175,6
"Manitoba","05-04-2020",203,17,2,184,9
"Manitoba","06-04-2020",204,17,2,185,1
"Manitoba","07-04-2020",217,21,3,193,8
"Manitoba","08-04-2020",221,69,3,149,-44
"Manitoba","09-04-2020",224,76,3,145,-4
"Manitoba","10-04-2020",230,92,4,134,-11
"Manitoba","11-04-2020",242,96,4,142,8
"Manitoba","12-04-2020",242,96,4,142,0
"Manitoba","13-04-2020",244,99,4,141,-1
"Manitoba","14-04-2020",244,99,4,141,0
"Manitoba","15-04-2020",246,108,5,133,-8
"Manitoba","16-04-2020",250,121,5,124,-9
"Manitoba","17-04-2020",250,132,5,113,-11
"Manitoba","18-04-2020",253,140,5,108,-5
"Manitoba","19-04-2020",253,143,5,105,-3
"Manitoba","20-04-2020",254,144,6,104,-1
"Manitoba","21-04-2020",255,150,6,99,-5
"Manitoba","22-04-2020",257,154,6,97,-2
"Manitoba","23-04-2020",262,174,6,82,-15
"Manitoba","24-04-2020",263,196,6,61,-21
"Manitoba","25-04-2020",267,199,6,62,1
"Manitoba","26-04-2020",271,199,6,66,4
"Manitoba","27-04-2020",272,205,6,61,-5
"Manitoba","28-04-2020",272,209,6,57,-4
"Manitoba","29-04-2020",273,213,6,54,-3
"Manitoba","30-04-2020",275,220,6,49,-5
"Manitoba","01-05-2020",279,235,6,38,-11
"Manitoba","02-05-2020",279,236,6,37,-1
"Manitoba","03-05-2020",280,237,6,37,0
"Manitoba","04-05-2020",280,238,6,36,-1
"Manitoba","05-05-2020",281,238,7,36,0
"Manitoba","06-05-2020",283,242,7,34,-2
"Manitoba","07-05-2020",283,243,7,33,-1
"Manitoba","08-05-2020",284,247,7,30,-3
"Manitoba","09-05-2020",284,247,7,30,0
"Manitoba","10-05-2020",287,247,7,33,3
"Manitoba","11-05-2020",289,247,7,35,2
"Manitoba","12-05-2020",289,251,7,31,-4
"Manitoba","13-05-2020",289,251,7,31,0
"Manitoba","14-05-2020",289,252,7,30,-1
"Manitoba","15-05-2020",289,254,7,28,-2
"Manitoba","16-05-2020",289,257,7,25,-3
"Manitoba","17-05-2020",289,257,7,25,0
"Manitoba","18-05-2020",290,257,7,26,1
"Manitoba","19-05-2020",290,257,7,26,0
"Manitoba","20-05-2020",290,260,7,23,-3
"Manitoba","21-05-2020",290,265,7,18,-5
"Manitoba","22-05-2020",292,267,7,18,0
"Manitoba","23-05-2020",292,268,7,17,-1
"Manitoba","24-05-2020",292,268,7,17,0
"Manitoba","25-05-2020",292,268,7,17,0
"Manitoba","26-05-2020",292,269,7,16,-1
"Manitoba","27-05-2020",292,271,7,14,-2
"Manitoba","28-05-2020",294,273,7,14,0
"Manitoba","29-05-2020",294,273,7,14,0
"Manitoba","30-05-2020",294,278,7,9,-5
"Manitoba","31-05-2020",295,278,7,10,1
"Manitoba","01-06-2020",295,278,7,10,0
"Manitoba","02-06-2020",297,278,7,12,2
"Manitoba","03-06-2020",298,282,7,9,-3
"Manitoba","04-06-2020",298,284,7,7,-2
"Manitoba","05-06-2020",300,284,7,9,2
"Manitoba","06-06-2020",300,284,7,9,0
"Manitoba","07-06-2020",300,284,7,9,0
"Manitoba","08-06-2020",300,284,7,9,0
"Manitoba","09-06-2020",300,285,7,8,-1
"Manitoba","10-06-2020",300,285,7,8,0
"Manitoba","11-06-2020",300,286,7,7,-1
"Manitoba","12-06-2020",301,289,7,5,-2
"Manitoba","13-06-2020",303,289,7,7,2
"Manitoba","14-06-2020",304,289,7,8,1
"Manitoba","15-06-2020",304,292,7,5,-3
"Manitoba","16-06-2020",304,292,7,5,0
"Manitoba","17-06-2020",306,293,7,6,1
"Manitoba","18-06-2020",308,293,7,8,2
"Manitoba","19-06-2020",311,293,7,11,3
"Manitoba","20-06-2020",313,293,7,13,2
"Manitoba","21-06-2020",313,293,7,13,0
"Manitoba","22-06-2020",314,293,7,14,1
"Manitoba","23-06-2020",314,293,7,14,0
"Manitoba","24-06-2020",315,293,7,15,1
"Manitoba","25-06-2020",316,294,7,15,0
"Manitoba","26-06-2020",318,300,7,11,-4
"Manitoba","27-06-2020",322,300,7,15,4
"Manitoba","28-06-2020",322,300,7,15,0
"Manitoba","29-06-2020",324,300,7,17,2
"Manitoba","30-06-2020",325,300,7,18,1
"Manitoba","01-07-2020",325,300,7,18,0
"Manitoba","02-07-2020",325,302,7,16,-2
"Manitoba","03-07-2020",325,302,7,16,0
"Manitoba","04-07-2020",325,302,7,16,0
"Manitoba","05-07-2020",325,302,7,16,0
"Manitoba","06-07-2020",325,304,7,14,-2
"Manitoba","07-07-2020",325,307,7,11,-3
"Manitoba","08-07-2020",325,312,7,6,-5
"Manitoba","09-07-2020",325,314,7,4,-2
"Manitoba","10-07-2020",325,314,7,4,0
"Manitoba","11-07-2020",325,314,7,4,0
"Manitoba","12-07-2020",325,314,7,4,0
"Manitoba","13-07-2020",325,317,7,1,-3
"Manitoba","14-07-2020",330,318,7,5,4
"Manitoba","15-07-2020",330,318,7,5,0
"Manitoba","16-07-2020",331,318,7,6,1
"Manitoba","17-07-2020",336,318,7,11,5
"Manitoba","18-07-2020",336,318,7,11,0
"Manitoba","19-07-2020",336,318,7,11,0
"Manitoba","20-07-2020",354,318,7,29,18
"Manitoba","21-07-2020",366,318,7,41,12
"Manitoba","22-07-2020",374,318,7,49,8
"Manitoba","23-07-2020",375,319,7,49,0
"Manitoba","24-07-2020",384,319,7,58,9
"Manitoba","25-07-2020",384,319,7,58,0
"Manitoba","26-07-2020",384,319,7,58,0
"Manitoba","27-07-2020",399,319,7,73,15
"Manitoba","28-07-2020",404,319,8,77,4
"Manitoba","29-07-2020",407,325,8,74,-3
"Manitoba","30-07-2020",409,325,8,76,2
"Manitoba","31-07-2020",415,337,8,70,-6
"Manitoba","01-08-2020",415,337,8,70,0
"Manitoba","02-08-2020",415,337,8,70,0
"Manitoba","03-08-2020",415,337,8,70,0
"Manitoba","04-08-2020",442,341,8,93,23
"Manitoba","05-08-2020",444,342,8,94,1
"Manitoba","06-08-2020",474,348,8,118,24
"Manitoba","07-08-2020",491,351,8,132,14
"Manitoba","08-08-2020",507,351,8,148,16
"Manitoba","09-08-2020",542,352,8,182,34
"Manitoba","10-08-2020",558,354,8,196,14
"Manitoba","11-08-2020",562,360,8,194,-2
"Manitoba","12-08-2020",578,368,8,202,8
"Manitoba","13-08-2020",603,377,8,218,16
"Manitoba","14-08-2020",643,389,8,246,28
"Manitoba","15-08-2020",660,443,9,208,-38
"Manitoba","16-08-2020",696,483,9,204,-4
"Manitoba","17-08-2020",730,490,9,231,27
"Manitoba","18-08-2020",747,502,11,234,3
"Manitoba","19-08-2020",762,528,12,222,-12
"Manitoba","20-08-2020",795,537,12,246,24
"Manitoba","21-08-2020",829,553,12,264,18
"Manitoba","22-08-2020",871,570,12,289,25
"Manitoba","23-08-2020",943,576,12,355,66
"Manitoba","24-08-2020",992,586,12,394,39
"Manitoba","25-08-2020",1017,606,13,398,4
"Manitoba","26-08-2020",1042,622,13,407,9
"Manitoba","27-08-2020",1064,643,14,407,0
"Manitoba","28-08-2020",1096,664,14,418,11
"Manitoba","29-08-2020",1151,693,14,444,26
"Manitoba","30-08-2020",1185,710,14,461,17
"Manitoba","31-08-2020",1213,731,14,468,7
"Manitoba","01-09-2020",1231,759,14,458,-10
"Manitoba","02-09-2020",1244,776,14,454,-4
"Manitoba","03-09-2020",1264,791,16,457,3
"Manitoba","04-09-2020",1273,835,16,422,-35
"Manitoba","05-09-2020",1294,852,16,426,4
"Manitoba","06-09-2020",1322,898,16,408,-18
"Manitoba","07-09-2020",1337,910,16,411,3
"Manitoba","08-09-2020",1348,940,16,392,-19
"Manitoba","09-09-2020",1363,945,16,402,10
"Manitoba","10-09-2020",1378,1002,16,360,-42
"Manitoba","11-09-2020",1393,1090,16,287,-73
"Manitoba","12-09-2020",1410,1156,16,238,-49
"Manitoba","13-09-2020",1428,1173,16,239,1
"Manitoba","14-09-2020",1449,1176,16,257,18
"Manitoba","15-09-2020",1466,1181,16,269,12
"Manitoba","16-09-2020",1489,1190,16,283,14
"Manitoba","17-09-2020",1500,1191,16,293,10
"Manitoba","18-09-2020",1540,1199,16,325,32
"Manitoba","19-09-2020",1557,1211,16,330,5
"Manitoba","20-09-2020",1586,1216,16,354,24
"Manitoba","21-09-2020",1608,1227,18,363,9
"Manitoba","22-09-2020",1632,1234,18,380,17
"Manitoba","23-09-2020",1674,1238,18,418,38
"Manitoba","24-09-2020",1710,1243,19,448,30
"Manitoba","25-09-2020",1764,1258,19,487,39
"Manitoba","26-09-2020",1829,1265,19,545,58
"Manitoba","27-09-2020",1880,1272,19,589,44
"Manitoba","28-09-2020",1919,1281,20,618,29
"Manitoba","29-09-2020",1953,1327,20,606,-12
"Manitoba","30-09-2020",1993,1374,20,599,-7
"Manitoba","01-10-2020",2029,1388,20,621,22
"Manitoba","02-10-2020",2068,1399,21,648,27
"Manitoba","03-10-2020",2104,1409,22,673,25
"Manitoba","04-10-2020",2139,1421,23,695,22
"Manitoba","05-10-2020",2190,1429,23,738,43
"Manitoba","06-10-2020",2246,1441,24,781,43
"Manitoba","07-10-2020",2277,1448,27,802,21
"Manitoba","08-10-2020",2344,1454,27,863,61
"Manitoba","09-10-2020",2428,1465,30,933,70
"Manitoba","10-10-2020",2524,1475,32,1017,84
"Manitoba","11-10-2020",2578,1483,32,1063,46
"Manitoba","12-10-2020",2655,1490,34,1131,68
"Manitoba","13-10-2020",2779,1496,35,1248,117
"Manitoba","14-10-2020",2925,1514,37,1374,126
"Manitoba","15-10-2020",3098,1533,38,1527,153
"Manitoba","16-10-2020",3173,1553,38,1582,55
"Manitoba","17-10-2020",3258,1572,38,1648,66
"Manitoba","18-10-2020",3302,1587,40,1675,27
"Manitoba","19-10-2020",3381,1597,42,1742,67
"Manitoba","20-10-2020",3491,1703,42,1746,4
"New Brunswick","25-01-2020",0,0,0,0,0
"New Brunswick","26-01-2020",0,0,0,0,0
"New Brunswick","27-01-2020",0,0,0,0,0
"New Brunswick","28-01-2020",0,0,0,0,0
"New Brunswick","29-01-2020",0,0,0,0,0
"New Brunswick","30-01-2020",0,0,0,0,0
"New Brunswick","31-01-2020",0,0,0,0,0
"New Brunswick","01-02-2020",0,0,0,0,0
"New Brunswick","02-02-2020",0,0,0,0,0
"New Brunswick","03-02-2020",0,0,0,0,0
"New Brunswick","04-02-2020",0,0,0,0,0
"New Brunswick","05-02-2020",0,0,0,0,0
"New Brunswick","06-02-2020",0,0,0,0,0
"New Brunswick","07-02-2020",0,0,0,0,0
"New Brunswick","08-02-2020",0,0,0,0,0
"New Brunswick","09-02-2020",0,0,0,0,0
"New Brunswick","10-02-2020",0,0,0,0,0
"New Brunswick","11-02-2020",0,0,0,0,0
"New Brunswick","12-02-2020",0,0,0,0,0
"New Brunswick","13-02-2020",0,0,0,0,0
"New Brunswick","14-02-2020",0,0,0,0,0
"New Brunswick","15-02-2020",0,0,0,0,0
"New Brunswick","16-02-2020",0,0,0,0,0
"New Brunswick","17-02-2020",0,0,0,0,0
"New Brunswick","18-02-2020",0,0,0,0,0
"New Brunswick","19-02-2020",0,0,0,0,0
"New Brunswick","20-02-2020",0,0,0,0,0
"New Brunswick","21-02-2020",0,0,0,0,0
"New Brunswick","22-02-2020",0,0,0,0,0
"New Brunswick","23-02-2020",0,0,0,0,0
"New Brunswick","24-02-2020",0,0,0,0,0
"New Brunswick","25-02-2020",0,0,0,0,0
"New Brunswick","26-02-2020",0,0,0,0,0
"New Brunswick","27-02-2020",0,0,0,0,0
"New Brunswick","28-02-2020",0,0,0,0,0
"New Brunswick","29-02-2020",0,0,0,0,0
"New Brunswick","01-03-2020",0,0,0,0,0
"New Brunswick","02-03-2020",0,0,0,0,0
"New Brunswick","03-03-2020",0,0,0,0,0
"New Brunswick","04-03-2020",0,0,0,0,0
"New Brunswick","05-03-2020",0,0,0,0,0
"New Brunswick","06-03-2020",0,0,0,0,0
"New Brunswick","07-03-2020",0,0,0,0,0
"New Brunswick","08-03-2020",0,0,0,0,0
"New Brunswick","09-03-2020",0,0,0,0,0
"New Brunswick","10-03-2020",0,0,0,0,0
"New Brunswick","11-03-2020",0,0,0,0,0
"New Brunswick","12-03-2020",1,0,0,1,1
"New Brunswick","13-03-2020",1,0,0,1,0
"New Brunswick","14-03-2020",2,0,0,2,1
"New Brunswick","15-03-2020",6,0,0,6,4
"New Brunswick","16-03-2020",7,0,0,7,1
"New Brunswick","17-03-2020",8,0,0,8,1
"New Brunswick","18-03-2020",11,0,0,11,3
"New Brunswick","19-03-2020",11,0,0,11,0
"New Brunswick","20-03-2020",11,0,0,11,0
"New Brunswick","21-03-2020",17,0,0,17,6
"New Brunswick","22-03-2020",17,0,0,17,0
"New Brunswick","23-03-2020",17,0,0,17,0
"New Brunswick","24-03-2020",18,0,0,18,1
"New Brunswick","25-03-2020",26,0,0,26,8
"New Brunswick","26-03-2020",33,0,0,33,7
"New Brunswick","27-03-2020",45,1,0,44,11
"New Brunswick","28-03-2020",51,2,0,49,5
"New Brunswick","29-03-2020",66,2,0,64,15
"New Brunswick","30-03-2020",68,2,0,66,2
"New Brunswick","31-03-2020",70,9,0,61,-5
"New Brunswick","01-04-2020",81,14,0,67,6
"New Brunswick","02-04-2020",91,22,0,69,2
"New Brunswick","03-04-2020",95,25,0,70,1
"New Brunswick","04-04-2020",98,28,0,70,0
"New Brunswick","05-04-2020",101,28,0,73,3
"New Brunswick","06-04-2020",103,30,0,73,0
"New Brunswick","07-04-2020",105,39,0,66,-7
"New Brunswick","08-04-2020",108,50,0,58,-8
"New Brunswick","09-04-2020",111,53,0,58,0
"New Brunswick","10-04-2020",112,60,0,52,-6
"New Brunswick","11-04-2020",112,70,0,42,-10
"New Brunswick","12-04-2020",114,70,0,44,2
"New Brunswick","13-04-2020",116,74,0,42,-2
"New Brunswick","14-04-2020",116,75,0,41,-1
"New Brunswick","15-04-2020",117,77,0,40,-1
"New Brunswick","16-04-2020",117,80,0,37,-3
"New Brunswick","17-04-2020",117,83,0,34,-3
"New Brunswick","18-04-2020",118,87,0,31,-3
"New Brunswick","19-04-2020",118,92,0,26,-5
"New Brunswick","20-04-2020",118,98,0,20,-6
"New Brunswick","21-04-2020",118,102,0,16,-4
"New Brunswick","22-04-2020",118,104,0,14,-2
"New Brunswick","23-04-2020",118,104,0,14,0
"New Brunswick","24-04-2020",118,107,0,11,-3
"New Brunswick","25-04-2020",118,107,0,11,0
"New Brunswick","26-04-2020",118,111,0,7,-4
"New Brunswick","27-04-2020",118,112,0,6,-1
"New Brunswick","28-04-2020",118,114,0,4,-2
"New Brunswick","29-04-2020",118,114,0,4,0
"New Brunswick","30-04-2020",118,114,0,4,0
"New Brunswick","01-05-2020",118,116,0,2,-2
"New Brunswick","02-05-2020",118,118,0,0,-2
"New Brunswick","03-05-2020",118,118,0,0,0
"New Brunswick","04-05-2020",118,118,0,0,0
"New Brunswick","05-05-2020",119,118,0,1,1
"New Brunswick","06-05-2020",120,118,0,2,1
"New Brunswick","07-05-2020",120,118,0,2,0
"New Brunswick","08-05-2020",120,118,0,2,0
"New Brunswick","09-05-2020",120,118,0,2,0
"New Brunswick","10-05-2020",120,118,0,2,0
"New Brunswick","11-05-2020",120,118,0,2,0
"New Brunswick","12-05-2020",120,118,0,2,0
"New Brunswick","13-05-2020",120,118,0,2,0
"New Brunswick","14-05-2020",120,118,0,2,0
"New Brunswick","15-05-2020",120,119,0,1,-1
"New Brunswick","16-05-2020",120,120,0,0,-1
"New Brunswick","17-05-2020",120,120,0,0,0
"New Brunswick","18-05-2020",120,120,0,0,0
"New Brunswick","19-05-2020",120,120,0,0,0
"New Brunswick","20-05-2020",120,120,0,0,0
"New Brunswick","21-05-2020",121,120,0,1,1
"New Brunswick","22-05-2020",121,120,0,1,0
"New Brunswick","23-05-2020",121,120,0,1,0
"New Brunswick","24-05-2020",121,120,0,1,0
"New Brunswick","25-05-2020",121,120,0,1,0
"New Brunswick","26-05-2020",122,120,0,2,1
"New Brunswick","27-05-2020",123,120,0,3,1
"New Brunswick","28-05-2020",126,120,0,6,3
"New Brunswick","29-05-2020",128,120,0,8,2
"New Brunswick","30-05-2020",129,120,0,9,1
"New Brunswick","31-05-2020",132,120,0,12,3
"New Brunswick","01-06-2020",132,120,0,12,0
"New Brunswick","02-06-2020",133,120,0,13,1
"New Brunswick","03-06-2020",135,120,0,15,2
"New Brunswick","04-06-2020",136,120,1,15,0
"New Brunswick","05-06-2020",136,121,1,14,-1
"New Brunswick","06-06-2020",136,121,1,14,0
"New Brunswick","07-06-2020",137,121,1,15,1
"New Brunswick","08-06-2020",146,121,1,24,9
"New Brunswick","09-06-2020",147,121,1,25,1
"New Brunswick","10-06-2020",151,121,1,29,4
"New Brunswick","11-06-2020",153,123,1,29,0
"New Brunswick","12-06-2020",154,125,1,28,-1
"New Brunswick","13-06-2020",157,126,2,29,1
"New Brunswick","14-06-2020",157,129,2,26,-3
"New Brunswick","15-06-2020",160,129,2,29,3
"New Brunswick","16-06-2020",163,131,2,30,1
"New Brunswick","17-06-2020",163,133,2,28,-2
"New Brunswick","18-06-2020",163,135,2,26,-2
"New Brunswick","19-06-2020",163,135,2,26,0
"New Brunswick","20-06-2020",164,135,2,27,1
"New Brunswick","21-06-2020",164,135,2,27,0
"New Brunswick","22-06-2020",164,135,2,27,0
"New Brunswick","23-06-2020",165,143,2,20,-7
"New Brunswick","24-06-2020",165,147,2,16,-4
"New Brunswick","25-06-2020",165,149,2,14,-2
"New Brunswick","26-06-2020",165,150,2,13,-1
"New Brunswick","27-06-2020",165,154,2,9,-4
"New Brunswick","28-06-2020",165,158,2,5,-4
"New Brunswick","29-06-2020",165,158,2,5,0
"New Brunswick","30-06-2020",165,159,2,4,-1
"New Brunswick","01-07-2020",165,160,2,3,-1
"New Brunswick","02-07-2020",165,160,2,3,0
"New Brunswick","03-07-2020",165,161,2,2,-1
"New Brunswick","04-07-2020",165,162,2,1,-1
"New Brunswick","05-07-2020",165,162,2,1,0
"New Brunswick","06-07-2020",165,162,2,1,0
"New Brunswick","07-07-2020",165,162,2,1,0
"New Brunswick","08-07-2020",165,162,2,1,0
"New Brunswick","09-07-2020",166,163,2,1,0
"New Brunswick","10-07-2020",166,163,2,1,0
"New Brunswick","11-07-2020",166,163,2,1,0
"New Brunswick","12-07-2020",166,163,2,1,0
"New Brunswick","13-07-2020",166,163,2,1,0
"New Brunswick","14-07-2020",167,163,2,2,1
"New Brunswick","15-07-2020",168,163,2,3,1
"New Brunswick","16-07-2020",168,163,2,3,0
"New Brunswick","17-07-2020",168,163,2,3,0
"New Brunswick","18-07-2020",168,163,2,3,0
"New Brunswick","19-07-2020",169,163,2,4,1
"New Brunswick","20-07-2020",170,163,2,5,1
"New Brunswick","21-07-2020",170,163,2,5,0
"New Brunswick","22-07-2020",170,165,2,3,-2
"New Brunswick","23-07-2020",170,165,2,3,0
"New Brunswick","24-07-2020",170,165,2,3,0
"New Brunswick","25-07-2020",170,165,2,3,0
"New Brunswick","26-07-2020",170,165,2,3,0
"New Brunswick","27-07-2020",170,165,2,3,0
"New Brunswick","28-07-2020",170,165,2,3,0
"New Brunswick","29-07-2020",170,165,2,3,0
"New Brunswick","30-07-2020",170,166,2,2,-1
"New Brunswick","31-07-2020",170,166,2,2,0
"New Brunswick","01-08-2020",170,166,2,2,0
"New Brunswick","02-08-2020",170,166,2,2,0
"New Brunswick","03-08-2020",170,168,2,0,-2
"New Brunswick","04-08-2020",170,168,2,0,0
"New Brunswick","05-08-2020",174,168,2,4,4
"New Brunswick","06-08-2020",176,168,2,6,2
"New Brunswick","07-08-2020",176,168,2,6,0
"New Brunswick","08-08-2020",176,168,2,6,0
"New Brunswick","09-08-2020",176,168,2,6,0
"New Brunswick","10-08-2020",176,168,2,6,0
"New Brunswick","11-08-2020",177,168,2,7,1
"New Brunswick","12-08-2020",178,168,2,8,1
"New Brunswick","13-08-2020",180,169,2,9,1
"New Brunswick","14-08-2020",180,169,2,9,0
"New Brunswick","15-08-2020",184,169,2,13,4
"New Brunswick","16-08-2020",186,169,2,15,2
"New Brunswick","17-08-2020",186,169,2,15,0
"New Brunswick","18-08-2020",186,171,2,13,-2
"New Brunswick","19-08-2020",186,172,2,12,-1
"New Brunswick","20-08-2020",186,178,2,6,-6
"New Brunswick","21-08-2020",188,178,2,8,2
"New Brunswick","22-08-2020",188,178,2,8,0
"New Brunswick","23-08-2020",189,178,2,9,1
"New Brunswick","24-08-2020",189,178,2,9,0
"New Brunswick","25-08-2020",190,178,2,10,1
"New Brunswick","26-08-2020",190,180,2,8,-2
"New Brunswick","27-08-2020",190,181,2,7,-1
"New Brunswick","28-08-2020",191,182,2,7,0
"New Brunswick","29-08-2020",191,183,2,6,-1
"New Brunswick","30-08-2020",191,185,2,4,-2
"New Brunswick","31-08-2020",191,185,2,4,0
"New Brunswick","01-09-2020",191,186,2,3,-1
"New Brunswick","02-09-2020",192,186,2,4,1
"New Brunswick","03-09-2020",192,186,2,4,0
"New Brunswick","04-09-2020",192,186,2,4,0
"New Brunswick","05-09-2020",192,186,2,4,0
"New Brunswick","06-09-2020",192,187,2,3,-1
"New Brunswick","07-09-2020",192,187,2,3,0
"New Brunswick","08-09-2020",192,188,2,2,-1
"New Brunswick","09-09-2020",192,188,2,2,0
"New Brunswick","10-09-2020",193,188,2,3,1
"New Brunswick","11-09-2020",193,189,2,2,-1
"New Brunswick","12-09-2020",193,189,2,2,0
"New Brunswick","13-09-2020",193,189,2,2,0
"New Brunswick","14-09-2020",194,189,2,3,1
"New Brunswick","15-09-2020",194,189,2,3,0
"New Brunswick","16-09-2020",194,189,2,3,0
"New Brunswick","17-09-2020",194,190,2,2,-1
"New Brunswick","18-09-2020",194,191,2,1,-1
"New Brunswick","19-09-2020",194,191,2,1,0
"New Brunswick","20-09-2020",194,191,2,1,0
"New Brunswick","21-09-2020",196,191,2,3,2
"New Brunswick","22-09-2020",196,191,2,3,0
"New Brunswick","23-09-2020",197,191,2,4,1
"New Brunswick","24-09-2020",199,191,2,6,2
"New Brunswick","25-09-2020",200,191,2,7,1
"New Brunswick","26-09-2020",200,191,2,7,0
"New Brunswick","27-09-2020",200,191,2,7,0
"New Brunswick","28-09-2020",200,191,2,7,0
"New Brunswick","29-09-2020",200,192,2,6,-1
"New Brunswick","30-09-2020",200,192,2,6,0
"New Brunswick","01-10-2020",200,192,2,6,0
