"province","date_death_report","deaths","cumulative_deaths"
"BC","25-04-2020",2,100
"BC","26-04-2020",0,100
"BC","27-04-2020",3,103
"BC","28-04-2020",2,105
"BC","29-04-2020",4,109
"BC","30-04-2020",2,111
"BC","01-05-2020",1,112
"BC","02-05-2020",2,114
"BC","03-05-2020",0,114
"BC","04-05-2020",3,117
"BC","05-05-2020",4,121
"BC","06-05-2020",3,124
"BC","07-05-2020",2,126
"BC","08-05-2020",1,127
"BC","09-05-2020",2,129
"BC","10-05-2020",0,129
"BC","11-05-2020",1,130
"BC","12-05-2020",1,131
"BC","13-05-2020",1,132
"BC","14-05-2020",3,135
"BC","15-05-2020",5,140
"BC","16-05-2020",1,141
"BC","17-05-2020",0,141
"BC","18-05-2020",2,143
"BC","19-05-2020",3,146
"BC","20-05-2020",3,149
"BC","21-05-2020",3,152
"BC","22-05-2020",3,155
"BC","23-05-2020",2,157
"BC","24-05-2020",0,157
"BC","25-05-2020",4,161
"BC","26-05-2020",0,161
"BC","27-05-2020",1,162
"BC","28-05-2020",2,164
"BC","29-05-2020",0,164
"BC","30-05-2020",0,164
"BC","31-05-2020",0,164
"BC","01-06-2020",1,165
"BC","02-06-2020",0,165
"BC","03-06-2020",1,166
"BC","04-06-2020",0,166
"BC","05-06-2020",1,167
"BC","06-06-2020",0,167
"BC","07-06-2020",0,167
"BC","08-06-2020",0,167
"BC","09-06-2020",0,167
"BC","10-06-2020",0,167
"BC","11-06-2020",0,167
"BC","12-06-2020",1,168
"BC","13-06-2020",0,168
"BC","14-06-2020",0,168
"BC","15-06-2020",0,168
"BC","16-06-2020",0,168
"BC","17-06-2020",0,168
"BC","18-06-2020",0,168
"BC","19-06-2020",0,168
"BC","20-06-2020",0,168
"BC","21-06-2020",0,168
"BC","22-06-2020",1,169
"BC","23-06-2020",1,170
"BC","24-06-2020",1,171
"BC","25-06-2020",2,173
"BC","26-06-2020",1,174
"BC","27-06-2020",0,174
"BC","28-06-2020",0,174
"BC","29-06-2020",0,174
"BC","30-06-2020",0,174
"BC","01-07-2020",0,174
"BC","02-07-2020",3,177
"BC","03-07-2020",0,177
"BC","04-07-2020",0,177
"BC","05-07-2020",0,177
"BC","06-07-2020",6,183
"BC","07-07-2020",0,183
"BC","08-07-2020",3,186
"BC","09-07-2020",0,186
"BC","10-07-2020",1,187
"BC","11-07-2020",0,187
"BC","12-07-2020",0,187
"BC","13-07-2020",2,189
"BC","14-07-2020",0,189
"BC","15-07-2020",0,189
"BC","16-07-2020",0,189
"BC","17-07-2020",0,189
"BC","18-07-2020",0,189
"BC","19-07-2020",0,189
"BC","20-07-2020",0,189
"BC","21-07-2020",0,189
"BC","22-07-2020",0,189
"BC","23-07-2020",1,190
"BC","24-07-2020",1,191
"BC","25-07-2020",0,191
"BC","26-07-2020",0,191
"Manitoba","08-03-2020",0,0
"Manitoba","09-03-2020",0,0
"Manitoba","10-03-2020",0,0
"Manitoba","11-03-2020",0,0
"Manitoba","12-03-2020",0,0
"Manitoba","13-03-2020",0,0
"Manitoba","14-03-2020",0,0
"Manitoba","15-03-2020",0,0
"Manitoba","16-03-2020",0,0
"Manitoba","17-03-2020",0,0
"Manitoba","18-03-2020",0,0
"Manitoba","19-03-2020",0,0
"Manitoba","20-03-2020",0,0
"Manitoba","21-03-2020",0,0
"Manitoba","22-03-2020",0,0
"Manitoba","23-03-2020",0,0
"Manitoba","24-03-2020",0,0
"Manitoba","25-03-2020",0,0
"Manitoba","26-03-2020",0,0
"Manitoba","27-03-2020",1,1
"Manitoba","28-03-2020",0,1
"Manitoba","29-03-2020",0,1
"Manitoba","30-03-2020",0,1
"Manitoba","31-03-2020",0,1
"Manitoba","01-04-2020",0,1
"Manitoba","02-04-2020",0,1
"Manitoba","03-04-2020",1,2
"Manitoba","04-04-2020",0,2
"Manitoba","05-04-2020",0,2
"Manitoba","06-04-2020",0,2
"Manitoba","07-04-2020",1,3
"Manitoba","08-04-2020",0,3
"Manitoba","09-04-2020",0,3
"Manitoba","10-04-2020",1,4
"Manitoba","11-04-2020",0,4
"Manitoba","12-04-2020",0,4
"Manitoba","13-04-2020",0,4
"Manitoba","14-04-2020",0,4
"Manitoba","15-04-2020",1,5
"Manitoba","16-04-2020",0,5
"Manitoba","17-04-2020",0,5
"Manitoba","18-04-2020",0,5
"Manitoba","19-04-2020",0,5
"Manitoba","20-04-2020",1,6
"Manitoba","21-04-2020",0,6
"Manitoba","22-04-2020",0,6
"Manitoba","23-04-2020",0,6
"Manitoba","24-04-2020",0,6
"Manitoba","25-04-2020",0,6
"Manitoba","26-04-2020",0,6
"Manitoba","27-04-2020",0,6
"Manitoba","28-04-2020",0,6
"Manitoba","29-04-2020",0,6
"Manitoba","30-04-2020",0,6
"Manitoba","01-05-2020",0,6
"Manitoba","02-05-2020",0,6
"Manitoba","03-05-2020",0,6
"Manitoba","04-05-2020",0,6
"Manitoba","05-05-2020",1,7
"Manitoba","06-05-2020",0,7
"Manitoba","07-05-2020",0,7
"Manitoba","08-05-2020",0,7
"Manitoba","09-05-2020",0,7
"Manitoba","10-05-2020",0,7
"Manitoba","11-05-2020",0,7
"Manitoba","12-05-2020",0,7
"Manitoba","13-05-2020",0,7
"Manitoba","14-05-2020",0,7
"Manitoba","15-05-2020",0,7
"Manitoba","16-05-2020",0,7
"Manitoba","17-05-2020",0,7
"Manitoba","18-05-2020",0,7
"Manitoba","19-05-2020",0,7
"Manitoba","20-05-2020",0,7
"Manitoba","21-05-2020",0,7
"Manitoba","22-05-2020",0,7
"Manitoba","23-05-2020",0,7
"Manitoba","24-05-2020",0,7
"Manitoba","25-05-2020",0,7
"Manitoba","26-05-2020",0,7
"Manitoba","27-05-2020",0,7
"Manitoba","28-05-2020",0,7
"Manitoba","29-05-2020",0,7
"Manitoba","30-05-2020",0,7
"Manitoba","31-05-2020",0,7
"Manitoba","01-06-2020",0,7
"Manitoba","02-06-2020",0,7
"Manitoba","03-06-2020",0,7
"Manitoba","04-06-2020",0,7
"Manitoba","05-06-2020",0,7
"Manitoba","06-06-2020",0,7
"Manitoba","07-06-2020",0,7
"Manitoba","08-06-2020",0,7
"Manitoba","09-06-2020",0,7
"Manitoba","10-06-2020",0,7
"Manitoba","11-06-2020",0,7
"Manitoba","12-06-2020",0,7
"Manitoba","13-06-2020",0,7
"Manitoba","14-06-2020",0,7
"Manitoba","15-06-2020",0,7
"Manitoba","16-06-2020",0,7
"Manitoba","17-06-2020",0,7
"Manitoba","18-06-2020",0,7
"Manitoba","19-06-2020",0,7
"Manitoba","20-06-2020",0,7
"Manitoba","21-06-2020",0,7
"Manitoba","22-06-2020",0,7
"Manitoba","23-06-2020",0,7
"Manitoba","24-06-2020",0,7
"Manitoba","25-06-2020",0,7
"Manitoba","26-06-2020",0,7
"Manitoba","27-06-2020",0,7
"Manitoba","28-06-2020",0,7
"Manitoba","29-06-2020",0,7
"Manitoba","30-06-2020",0,7
"Manitoba","01-07-2020",0,7
"Manitoba","02-07-2020",0,7
"Manitoba","03-07-2020",0,7
"Manitoba","04-07-2020",0,7
"Manitoba","05-07-2020",0,7
"Manitoba","06-07-2020",0,7
"Manitoba","07-07-2020",0,7
"Manitoba","08-07-2020",0,7
"Manitoba","09-07-2020",0,7
"Manitoba","10-07-2020",0,7
"Manitoba","11-07-2020",0,7
"Manitoba","12-07-2020",0,7
"Manitoba","13-07-2020",0,7
"Manitoba","14-07-2020",0,7
"Manitoba","15-07-2020",0,7
"Manitoba","16-07-2020",0,7
"Manitoba","17-07-2020",0,7
"Manitoba","18-07-2020",0,7
"Manitoba","19-07-2020",0,7
"Manitoba","20-07-2020",0,7
"Manitoba","21-07-2020",0,7
"Manitoba","22-07-2020",0,7
"Manitoba","23-07-2020",0,7
"Manitoba","24-07-2020",0,7
"Manitoba","25-07-2020",0,7
"Manitoba","26-07-2020",0,7
"New Brunswick","08-03-2020",0,0
"New Brunswick","09-03-2020",0,0
"New Brunswick","10-03-2020",0,0
"New Brunswick","11-03-2020",0,0
"New Brunswick","12-03-2020",0,0
"New Brunswick","13-03-2020",0,0
"New Brunswick","14-03-2020",0,0
"New Brunswick","15-03-2020",0,0
"New Brunswick","16-03-2020",0,0
"New Brunswick","17-03-2020",0,0
"New Brunswick","18-03-2020",0,0
"New Brunswick","19-03-2020",0,0
"New Brunswick","20-03-2020",0,0
"New Brunswick","21-03-2020",0,0
"New Brunswick","22-03-2020",0,0
"New Brunswick","23-03-2020",0,0
"New Brunswick","24-03-2020",0,0
"New Brunswick","25-03-2020",0,0
"New Brunswick","26-03-2020",0,0
"New Brunswick","27-03-2020",0,0
"New Brunswick","28-03-2020",0,0
"New Brunswick","29-03-2020",0,0
"New Brunswick","30-03-2020",0,0
"New Brunswick","31-03-2020",0,0
"New Brunswick","01-04-2020",0,0
"New Brunswick","02-04-2020",0,0
"New Brunswick","03-04-2020",0,0
"New Brunswick","04-04-2020",0,0
"New Brunswick","05-04-2020",0,0
"New Brunswick","06-04-2020",0,0
"New Brunswick","07-04-2020",0,0
"New Brunswick","08-04-2020",0,0
"New Brunswick","09-04-2020",0,0
"New Brunswick","10-04-2020",0,0
"New Brunswick","11-04-2020",0,0
"New Brunswick","12-04-2020",0,0
"New Brunswick","13-04-2020",0,0
"New Brunswick","14-04-2020",0,0
"New Brunswick","15-04-2020",0,0
"New Brunswick","16-04-2020",0,0
"New Brunswick","17-04-2020",0,0
"New Brunswick","18-04-2020",0,0
"New Brunswick","19-04-2020",0,0
"New Brunswick","20-04-2020",0,0
"New Brunswick","21-04-2020",0,0
"New Brunswick","22-04-2020",0,0
"New Brunswick","23-04-2020",0,0
"New Brunswick","24-04-2020",0,0
"New Brunswick","25-04-2020",0,0
"New Brunswick","26-04-2020",0,0
"New Brunswick","27-04-2020",0,0
"New Brunswick","28-04-2020",0,0
"New Brunswick","29-04-2020",0,0
"New Brunswick","30-04-2020",0,0
"New Brunswick","01-05-2020",0,0
"New Brunswick","02-05-2020",0,0
"New Brunswick","03-05-2020",0,0
"New Brunswick","04-05-2020",0,0
"New Brunswick","05-05-2020",0,0
"New Brunswick","06-05-2020",0,0
"New Brunswick","07-05-2020",0,0
"New Brunswick","08-05-2020",0,0
"New Brunswick","09-05-2020",0,0
"New Brunswick","10-05-2020",0,0
"New Brunswick","11-05-2020",0,0
"New Brunswick","12-05-2020",0,0
"New Brunswick","13-05-2020",0,0
"New Brunswick","14-05-2020",0,0
"New Brunswick","15-05-2020",0,0
"New Brunswick","16-05-2020",0,0
"New Brunswick","17-05-2020",0,0
"New Brunswick","18-05-2020",0,0
"New Brunswick","19-05-2020",0,0
"New Brunswick","20-05-2020",0,0
"New Brunswick","21-05-2020",0,0
"New Brunswick","22-05-2020",0,0
"New Brunswick","23-05-2020",0,0
"New Brunswick","24-05-2020",0,0
"New Brunswick","25-05-2020",0,0
"New Brunswick","26-05-2020",0,0
"New Brunswick","27-05-2020",0,0
"New Brunswick","28-05-2020",0,0
"New Brunswick","29-05-2020",0,0
"New Brunswick","30-05-2020",0,0
"New Brunswick","31-05-2020",0,0
"New Brunswick","01-06-2020",0,0
"New Brunswick","02-06-2020",0,0
"New Brunswick","03-06-2020",0,0
"New Brunswick","04-06-2020",1,1
"New Brunswick","05-06-2020",0,1
"New Brunswick","06-06-2020",0,1
"New Brunswick","07-06-2020",0,1
"New Brunswick","08-06-2020",0,1
"New Brunswick","09-06-2020",0,1
"New Brunswick","10-06-2020",0,1
"New Brunswick","11-06-2020",0,1
"New Brunswick","12-06-2020",0,1
"New Brunswick","13-06-2020",1,2
"New Brunswick","14-06-2020",0,2
"New Brunswick","15-06-2020",0,2
"New Brunswick","16-06-2020",0,2
"New Brunswick","17-06-2020",0,2
"New Brunswick","18-06-2020",0,2
"New Brunswick","19-06-2020",0,2
"New Brunswick","20-06-2020",0,2
"New Brunswick","21-06-2020",0,2
"New Brunswick","22-06-2020",0,2
"New Brunswick","23-06-2020",0,2
"New Brunswick","24-06-2020",0,2
"New Brunswick","25-06-2020",0,2
"New Brunswick","26-06-2020",0,2
"New Brunswick","27-06-2020",0,2
"New Brunswick","28-06-2020",0,2
"New Brunswick","29-06-2020",0,2
"New Brunswick","30-06-2020",0,2
"New Brunswick","01-07-2020",0,2
"New Brunswick","02-07-2020",0,2
"New Brunswick","03-07-2020",0,2
"New Brunswick","04-07-2020",0,2
"New Brunswick","05-07-2020",0,2
"New Brunswick","06-07-2020",0,2
"New Brunswick","07-07-2020",0,2
"New Brunswick","08-07-2020",0,2
"New Brunswick","09-07-2020",0,2
"New Brunswick","10-07-2020",0,2
"New Brunswick","11-07-2020",0,2
"New Brunswick","12-07-2020",0,2
"New Brunswick","13-07-2020",0,2
"New Brunswick","14-07-2020",0,2
"New Brunswick","15-07-2020",0,2
"New Brunswick","16-07-2020",0,2
"New Brunswick","17-07-2020",0,2
"New Brunswick","18-07-2020",0,2
"New Brunswick","19-07-2020",0,2
"New Brunswick","20-07-2020",0,2
"New Brunswick","21-07-2020",0,2
"New Brunswick","22-07-2020",0,2
"New Brunswick","23-07-2020",0,2
"New Brunswick","24-07-2020",0,2
"New Brunswick","25-07-2020",0,2
"New Brunswick","26-07-2020",0,2
"NL","08-03-2020",0,0
"NL","09-03-2020",0,0
"NL","10-03-2020",0,0
"NL","11-03-2020",0,0
"NL","12-03-2020",0,0
"NL","13-03-2020",0,0
"NL","14-03-2020",0,0
"NL","15-03-2020",0,0
"NL","16-03-2020",0,0
"NL","17-03-2020",0,0
"NL","18-03-2020",0,0
"NL","19-03-2020",0,0
"NL","20-03-2020",0,0
"NL","21-03-2020",0,0
"NL","22-03-2020",0,0
"NL","23-03-2020",0,0
"NL","24-03-2020",0,0
"NL","25-03-2020",0,0
"NL","26-03-2020",0,0
"NL","27-03-2020",0,0
"NL","28-03-2020",0,0
"NL","29-03-2020",0,0
"NL","30-03-2020",1,1
"NL","31-03-2020",0,1
"NL","01-04-2020",0,1
"NL","02-04-2020",0,1
"NL","03-04-2020",0,1
"NL","04-04-2020",0,1
"NL","05-04-2020",0,1
"NL","06-04-2020",1,2
"NL","07-04-2020",0,2
"NL","08-04-2020",0,2
"NL","09-04-2020",0,2
"NL","10-04-2020",1,3
"NL","11-04-2020",0,3
"NL","12-04-2020",0,3
"NL","13-04-2020",0,3
"NL","14-04-2020",0,3
"NL","15-04-2020",0,3
"NL","16-04-2020",0,3
"NL","17-04-2020",0,3
"NL","18-04-2020",0,3
"NL","19-04-2020",0,3
"NL","20-04-2020",0,3
"NL","21-04-2020",0,3
"NL","22-04-2020",0,3
"NL","23-04-2020",0,3
"NL","24-04-2020",0,3
"NL","25-04-2020",0,3
"NL","26-04-2020",0,3
"NL","27-04-2020",0,3
"NL","28-04-2020",0,3
"NL","29-04-2020",0,3
"NL","30-04-2020",0,3
"NL","01-05-2020",0,3
"NL","02-05-2020",0,3
"NL","03-05-2020",0,3
"NL","04-05-2020",0,3
"NL","05-05-2020",0,3
"NL","06-05-2020",0,3
"NL","07-05-2020",0,3
"NL","08-05-2020",0,3
"NL","09-05-2020",0,3
"NL","10-05-2020",0,3
"NL","11-05-2020",0,3
"NL","12-05-2020",0,3
"NL","13-05-2020",0,3
"NL","14-05-2020",0,3
"NL","15-05-2020",0,3
"NL","16-05-2020",0,3
"NL","17-05-2020",0,3
"NL","18-05-2020",0,3
"NL","19-05-2020",0,3
"NL","20-05-2020",0,3
"NL","21-05-2020",0,3
"NL","22-05-2020",0,3
"NL","23-05-2020",0,3
"NL","24-05-2020",0,3
"NL","25-05-2020",0,3
"NL","26-05-2020",0,3
"NL","27-05-2020",0,3
"NL","28-05-2020",0,3
"NL","29-05-2020",0,3
"NL","30-05-2020",0,3
"NL","31-05-2020",0,3
"NL","01-06-2020",0,3
"NL","02-06-2020",0,3
"NL","03-06-2020",0,3
"NL","04-06-2020",0,3
"NL","05-06-2020",0,3
"NL","06-06-2020",0,3
"NL","07-06-2020",0,3
"NL","08-06-2020",0,3
"NL","09-06-2020",0,3
"NL","10-06-2020",0,3
"NL","11-06-2020",0,3
"NL","12-06-2020",0,3
"NL","13-06-2020",0,3
"NL","14-06-2020",0,3
"NL","15-06-2020",0,3
"NL","16-06-2020",0,3
"NL","17-06-2020",0,3
"NL","18-06-2020",0,3
"NL","19-06-2020",0,3
"NL","20-06-2020",0,3
"NL","21-06-2020",0,3
"NL","22-06-2020",0,3
"NL","23-06-2020",0,3
"NL","24-06-2020",0,3
"NL","25-06-2020",0,3
"NL","26-06-2020",0,3
"NL","27-06-2020",0,3
"NL","28-06-2020",0,3
"NL","29-06-2020",0,3
"NL","30-06-2020",0,3
"NL","01-07-2020",0,3
"NL","02-07-2020",0,3
"NL","03-07-2020",0,3
"NL","04-07-2020",0,3
"NL","05-07-2020",0,3
"NL","06-07-2020",0,3
"NL","07-07-2020",0,3
"NL","08-07-2020",0,3
"NL","09-07-2020",0,3
"NL","10-07-2020",0,3
"NL","11-07-2020",0,3
"NL","12-07-2020",0,3
"NL","13-07-2020",0,3
"NL","14-07-2020",0,3
"NL","15-07-2020",0,3
"NL","16-07-2020",0,3
"NL","17-07-2020",0,3
"NL","18-07-2020",0,3
"NL","19-07-2020",0,3
"NL","20-07-2020",0,3
"NL","21-07-2020",0,3
"NL","22-07-2020",0,3
"NL","23-07-2020",0,3
"NL","24-07-2020",0,3
"NL","25-07-2020",0,3
"NL","26-07-2020",0,3
"Nova Scotia","08-03-2020",0,0
"Nova Scotia","09-03-2020",0,0
"Nova Scotia","10-03-2020",0,0
"Nova Scotia","11-03-2020",0,0
"Nova Scotia","12-03-2020",0,0
"Nova Scotia","13-03-2020",0,0
"Nova Scotia","14-03-2020",0,0
"Nova Scotia","15-03-2020",0,0
"Nova Scotia","16-03-2020",0,0
"Nova Scotia","17-03-2020",0,0
"Nova Scotia","18-03-2020",0,0
"Nova Scotia","19-03-2020",0,0
"Nova Scotia","20-03-2020",0,0
"Nova Scotia","21-03-2020",0,0
"Nova Scotia","22-03-2020",0,0
"Nova Scotia","23-03-2020",0,0
"Nova Scotia","24-03-2020",0,0
"Nova Scotia","25-03-2020",0,0
"Nova Scotia","26-03-2020",0,0
"Nova Scotia","27-03-2020",0,0
"Nova Scotia","28-03-2020",0,0
"Nova Scotia","29-03-2020",0,0
"Nova Scotia","30-03-2020",0,0
"Nova Scotia","31-03-2020",0,0
"Nova Scotia","01-04-2020",0,0
"Nova Scotia","02-04-2020",0,0
"Nova Scotia","03-04-2020",0,0
"Nova Scotia","04-04-2020",0,0
"Nova Scotia","05-04-2020",0,0
"Nova Scotia","06-04-2020",0,0
"Nova Scotia","07-04-2020",1,1
"Nova Scotia","08-04-2020",0,1
"Nova Scotia","09-04-2020",1,2
"Nova Scotia","10-04-2020",0,2
"Nova Scotia","11-04-2020",0,2
"Nova Scotia","12-04-2020",0,2
"Nova Scotia","13-04-2020",1,3
"Nova Scotia","14-04-2020",0,3
"Nova Scotia","15-04-2020",0,3
"Nova Scotia","16-04-2020",0,3
"Nova Scotia","17-04-2020",1,4
"Nova Scotia","18-04-2020",3,7
"Nova Scotia","19-04-2020",2,9
"Nova Scotia","20-04-2020",0,9
"Nova Scotia","21-04-2020",1,10
"Nova Scotia","22-04-2020",2,12
"Nova Scotia","23-04-2020",4,16
"Nova Scotia","24-04-2020",0,16
"Nova Scotia","25-04-2020",6,22
"Nova Scotia","26-04-2020",2,24
"Nova Scotia","27-04-2020",0,24
"Nova Scotia","28-04-2020",3,27
"Nova Scotia","29-04-2020",1,28
"Nova Scotia","30-04-2020",0,28
"Nova Scotia","01-05-2020",1,29
"Nova Scotia","02-05-2020",2,31
"Nova Scotia","03-05-2020",6,37
"Nova Scotia","04-05-2020",1,38
"Nova Scotia","05-05-2020",3,41
"Nova Scotia","06-05-2020",0,41
"Nova Scotia","07-05-2020",3,44
"Nova Scotia","08-05-2020",2,46
"Nova Scotia","09-05-2020",1,47
"Nova Scotia","10-05-2020",0,47
"Nova Scotia","11-05-2020",1,48
"Nova Scotia","12-05-2020",0,48
"Nova Scotia","13-05-2020",3,51
"Nova Scotia","14-05-2020",0,51
"Nova Scotia","15-05-2020",4,55
"Nova Scotia","16-05-2020",0,55
"Nova Scotia","17-05-2020",0,55
"Nova Scotia","18-05-2020",0,55
"Nova Scotia","19-05-2020",1,56
"Nova Scotia","20-05-2020",1,57
"Nova Scotia","21-05-2020",1,58
"Nova Scotia","22-05-2020",0,58
"Nova Scotia","23-05-2020",0,58
"Nova Scotia","24-05-2020",0,58
"Nova Scotia","25-05-2020",0,58
"Nova Scotia","26-05-2020",1,59
"Nova Scotia","27-05-2020",0,59
"Nova Scotia","28-05-2020",0,59
"Nova Scotia","29-05-2020",0,59
"Nova Scotia","30-05-2020",1,60
"Nova Scotia","31-05-2020",0,60
"Nova Scotia","01-06-2020",0,60
"Nova Scotia","02-06-2020",0,60
"Nova Scotia","03-06-2020",0,60
"Nova Scotia","04-06-2020",1,61
"Nova Scotia","05-06-2020",0,61
"Nova Scotia","06-06-2020",0,61
"Nova Scotia","07-06-2020",0,61
"Nova Scotia","08-06-2020",0,61
"Nova Scotia","09-06-2020",1,62
"Nova Scotia","10-06-2020",0,62
"Nova Scotia","11-06-2020",0,62
"Nova Scotia","12-06-2020",0,62
"Nova Scotia","13-06-2020",0,62
"Nova Scotia","14-06-2020",0,62
"Nova Scotia","15-06-2020",0,62
"Nova Scotia","16-06-2020",0,62
"Nova Scotia","17-06-2020",0,62
"Nova Scotia","18-06-2020",0,62
"Nova Scotia","19-06-2020",0,62
"Nova Scotia","20-06-2020",0,62
